,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
804,"126.89509362840467,60.808798942120625","125.11224768968872,58.51713734192607","128.7640898589494,57.044944674124515","120.79298394941634,60.531265199416346","127.43720361138132,57.53580222519455","116.53294473492218,76.82146005593385","123.513671875,76.12527358949417","116.6000577577821,99.91805234678988","124.60999057636187,99.1603158438716","111.15845391536965,123.540172057393","123.98365302772373,122.42151021400778","114.8019440053502,115.12478720817121","122.31707502431907,115.99096394698444","121.57403635700389,161.0296692607004","121.30404152480546,160.82099647373542","113.83408317120623,199.28783134727627","112.9617278696498,203.24677772373542",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_0_flipped\3_113.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_0_flipped,3
803,"127.4089934946498,61.46937697592413","125.8211028696498,59.67826635457199","128.6872112110895,58.99839266172179","122.25006839737354,61.46704766536965","127.69915795233463,58.38746352140078","120.0859375,75.95997993677042","125.20016111381324,74.87778909289884","123.15731395914398,98.4968613205253","127.05673942120623,96.38595877918289","118.16739877188716,113.51190114299611","113.2496580131323,124.8133967655642","119.8600589737354,110.92178380350195","122.55898893482491,111.039906067607","120.72897920719845,163.29102322470817","120.75610256566148,163.16239056420233","117.74066755836576,203.45204584143968","114.78552863570039,205.3641780155642",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_0_flipped\4_117.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_0_flipped,4
793,"133.96256383754863,61.3238767631323","132.111016536965,58.73678410749027","136.49423942120623,59.11470239542802","130.25445342898834,60.59547893360895","143.17249817607004,61.47720847519455","133.95599768968873,77.3581058487354","143.31441512645915,77.27486624513618","133.03159958657588,100.42743798638132","146.6855240758755,100.13148255107004","132.97055873054475,120.88176374027238","147.8150079036965,124.84520914396887","135.2409259484436,123.38486442120623","145.05444430933852,121.65454006566148","139.75565418287937,167.10258086089493","138.67049185311285,166.7822531614786","141.64439445525292,200.29986928501947","141.53409229085602,204.55152602140078",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_0_original\0_101.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_0_original,0
800,"131.93313776750972,61.625197592412455","130.31517509727627,59.27696756444553","133.31750060797665,59.5629483827821","129.432438594358,60.19530490029183","139.79076483463035,61.88162694552529","134.24183791342412,76.24702851410505","142.3045811040856,76.63671115029183","131.49395063229574,99.36343324416343","145.26895367217898,100.59172087791829","133.92593324416342,122.19063107976653","146.56914214494162,124.97811284046693","131.818093385214,119.08875699173151","143.2857642266537,119.49737050097276","139.84796023832686,166.41453368190662","139.14077699416342,164.15884910019454","141.103249635214,200.89681116245137","143.16520245622567,201.77635578793775",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_0_original\1_105.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_0_original,1
795,"130.705921692607,61.91916950389105","129.52814931906616,59.13042619163424","132.782359557393,59.62329006566148","128.4194734922179,60.49563776750973","138.23188229571986,62.07274820646887","131.83621108949416,76.75909685068093","141.32298759727627,76.41274775048639","125.97251945525292,100.04640381809338","144.31512949902725,100.56012129134241","129.44677164396887,121.6766780155642","145.69655885214007,124.30990089980546","131.63918105544747,119.91024744649806","139.87855666342412,121.36885943579767","135.07397555933852,163.87361685311285","137.1559308122568,162.1944917315175","141.12759910019454,200.57008450875486","141.51708414396887,201.35054413910507",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_0_original\2_109.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_0_original,2
797,"128.88559399319067,60.9489299610895","128.2383876459144,59.07064308730545","131.75276629377433,59.53253815053502","126.64985864542801,60.423109952577825","136.57219722762648,61.48405581225681","129.6448200389105,76.2413971303502","140.99718810797665,74.95495652966926","126.86733189445525,96.12955222519456","145.27068640564204,97.83869619406615","123.81874696011673,116.12087335846304","147.42170780642024,122.72900200632296","131.20654486867704,115.95015351410505","140.10735347762648,116.63961423881324","134.2453033803502,161.42486928501947","135.2384940418288,160.65504924610894","141.09932818579767,200.103781614786","141.66612962062257,202.66815114299612",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_0_original\3_113.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_0_original,3
796,"127.31731821498055,61.226418105544745","126.49030277237354,59.53467746838521","129.8170142266537,59.87829447349222","126.94775960603113,61.15970026750973","133.97600012159532,61.61382082928016","127.20033590710116,77.73055234678988","138.2294655885214,76.42725559338521","126.77782253161479,100.32814779912451","139.4467412451362,98.99036357003891","122.84060372081713,115.71669807879377","140.73104632782102,124.3584782344358","130.7994589007782,116.45379377431907","136.79131201361866,116.68561527237354","132.97270184824902,159.77152237354085","133.24592655642024,159.47916160019454","137.51703854571986,197.4644485651751","135.5984162208171,200.54623662451363",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_0_original\4_117.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_0_original,4
802,"127.22839402966926,62.21460815904669","125.61928501945525,60.027503343871594","129.2999604815175,60.24382143725681","122.23992278696498,61.0352626459144","128.28413788910507,61.032667345573934","121.47379620622569,79.09089250972762","129.34064931906616,77.65365849951363","119.61056815418289,104.01783651507782","135.75779730058366,98.55445950875486","117.40951787451363,126.0481973492218","139.16997507295721,109.686656432393","117.48337943822958,120.70954675340467","130.82523711089493,119.26632417315176","124.16464767752919,162.24566816634243","125.29945130107004,162.16784715466926","115.65070981274319,201.9706195282101","117.36059855301556,202.58423516536965",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_flipped\0_179.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_flipped,0
808,"125.99327425826849,61.362171692607006","124.44915035262646,59.45968354815175","128.58133207684824,57.057491792315176","121.00028118920234,61.5977626459144","126.12638314688716,60.4040346850681","119.29057484192607,77.3667391172179","127.75165673638132,76.92007386916343","119.10370561770428,102.23579614542801","134.099343385214,98.9653985286965","114.30749179231518,125.19763041099222","136.34636429961088,108.79749057636187","116.16888831468872,118.88570038910505","127.23983159046693,119.4948549975681","121.02403787694553,165.20964554961088","120.15183456955253,164.47206347276264","112.77413667315176,203.4027693336576","112.4506702942607,205.12937743190662",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_flipped\1_183.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_flipped,1
805,"126.66793835116732,60.692527206955255","124.47302103599222,58.130156401994164","129.69648285505838,57.28943488570039","119.91277814931907,60.07478872811284","129.58455435311285,57.57296479815175","116.09949537937743,76.24962001459144","125.47574173151752,76.25280429231518","117.12096455496109,100.20305660262646","127.52258633268482,98.51019880836576","110.99370744163424,120.89740393968872","129.12746230544747,112.91964068579767","116.15617400291829,116.95483493433852","124.10397920719845,122.6661220209144","118.21701726653697,165.9223765807393","115.77682696984436,166.02225194552528","112.91102261673151,202.62685432879377","113.50147434338521,204.86054535505838",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_flipped\2_187.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_flipped,2
806,"126.09391719357977,60.66999027237354","123.8131611746109,57.5300112475681","128.25106395914398,58.028187317607006","119.26112597276264,58.9948283985895","130.69231821498056,57.42746458535992","112.95041190418289,77.79315114299611","122.90319491731518,77.55251398346303","106.76713734192607,100.40340770914398","124.81602626459144,100.50424063715954","109.03041403210116,122.05847975437743","131.63554839494162,114.3717017266537","114.42770397616732,124.14269212062257","122.1376155155642,124.04267236138132","115.63012980301556,165.05465710116732","117.05968050826849,163.7988053258755","112.52696376459144,202.06810858463035","113.34806663424125,204.73987718871595",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_flipped\3_191.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_flipped,3
810,"124.8977535262646,60.34071011673152","122.7063700753891,57.80054945890078","126.8703565783074,57.6803220756323","119.43588886186771,59.506018968871594","128.80532587548637,58.256847337062254","113.14916707198444,76.44159624270428","122.71888679474708,76.04058244163424","108.1485970938716,99.81905854815176","123.94321498054475,99.5679109922179","105.48665491245136,122.71658408317121","124.30654942850195,121.08359678988327","112.21105149562257,123.64488083657588","122.31594266780156,123.77190235894942","117.09481395914398,164.6777115758755","115.26582259241245,164.88411964980546","113.68246899319067,203.8928745136187","113.56691543044747,205.2413667315175",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_flipped\4_195.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_flipped,4
807,"127.02722215466926,61.168732520671206","126.10364482003891,58.82580708900778","129.60932940175098,59.36474039396887","124.42095543531128,59.679299914883266","135.29122081712063,60.45650687013619","122.23718689202335,78.89102778453308","138.177468385214,78.53846972276264","122.48000516780156,101.09752705496109","141.48663971303503,102.89124817607004","116.8061162451362,109.77446346060312","140.05974890564204,127.69116305933852","127.43605605544747,121.37644394455253","134.9518634484436,121.03004924610894","130.63507721303503,164.19759241245137","132.053532344358,164.21601410505838","137.0635031614786,200.15089980544747","138.45902237354085,202.73069674124514",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_original\0_179.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_original,0
809,"127.71609010214009,61.4892844114786","127.20263101896887,58.6586249088035","130.37065296692606,59.29685980058366","126.99032557149806,61.02898528696498","135.01545780642024,61.3340907709144","126.64444005350195,77.67975589737354","138.92565965466926,77.60878982247081","125.69418774319067,100.59006414153697","140.12223370622567,100.49919443093385","121.24949081955253,117.6069734922179","141.16840953307394,123.35984618190662","129.67418531128405,118.24221029912451","135.18047786964982,120.24854085603113","134.27237354085602,166.10297604571986","134.48914761673151,164.45417375972764","141.44265260214007,203.21008633268482","141.42795476653697,203.7386764348249",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_original\1_183.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_original,1
813,"128.5331195282101,60.2450905885214","127.91029304474708,58.23286645792802","131.37746230544747,58.614523802285994","126.0141202577821,59.08623388861868","136.76065479085602,60.42874513618677","130.1893239299611,76.40051982003891","140.69835238326849,75.73100832928016","128.47621291342412,100.38024379863813","141.44310858463035,99.45680325875486","123.91614482003891,112.83523072714009","137.93715041342412,120.99502979085604","131.66666160019454,118.30008967655642","137.59276203793775,120.56903574902724","135.12319126945525,164.21897799124514","137.69126945525292,162.42885153210116","143.6301678015564,202.89451605058366","142.66848553015564,203.73031675583658",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_original\2_187.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_original,2
815,"129.98662451361866,61.86449340345331","128.60993737840468,58.52772753526265","132.1193306177043,59.115492765077825","126.68271218385215,59.48397221546693","137.8483706225681,61.5749331225681","130.01539700875486,77.03541464007782","141.38570038910507,76.38799550097276","127.59356760700389,98.85691269455253","142.169610286965,99.34700267509727","122.31386794747083,116.88950024319067","140.52023042315176,121.24976440904669","132.14171935797665,118.93600285749028","139.56990211575877,120.6616609922179","135.11692910992218,161.778985286965","137.89781432392996,160.3040795233463","142.826969844358,200.84098370622567","142.94254620622567,203.06370075389106",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_original\3_191.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_original,3
811,"130.59751945525292,62.360739147616734","129.3458627188716,59.335147130350194","132.55610104571986,59.738007660505836","127.85460238326849,60.42257417315175","138.30409472276264,61.893786478599225","131.63577638618676,76.94826118677042","142.11913302529183,76.62925583657588","126.05730939931907,99.42014986624514","145.3036843385214,99.99046236624514","126.3867719479572,119.34356760700389","146.98309824902725,125.92981669503891","132.87974221789884,122.66969388375486","141.14334569552528,122.73961119892996","136.21970756322958,166.43322896400778","138.2451665856031,165.57809460116732","142.91289214494162,203.12232490272373","143.50694613326849,205.36656432392996",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_1_original\4_195.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_1_original,4
812,"147.03105240758754,89.23958080009727","143.62588156614785,86.23929201118678","146.21052711575877,84.90974586575875","137.55765138618676,88.60945099708171","150.13799550097278,88.66335572714009","134.10390321011673,108.71694126945525","149.35955739299612,108.50278909289884","134.26097397859922,139.48803805933852","150.33323200389106,134.54973249027236","144.87484800583658,152.84081651264592","155.84223005836577,151.5382721303502","140.34558912937743,155.59946498054475","149.66544564688715,154.37344965953307","156.8802285992218,181.5523163910506","160.4262828307393,181.55132842898834","145.2895640807393,218.64702395428017","144.28594661964982,219.03989846789884",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_flipped\0_59.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_flipped,0
816,"138.51357307879377,78.94131505350195","136.15637159533074,74.40098340223736","141.65962427042803,75.3443579766537","136.16901750972764,77.06138284289884","140.77518543287937,76.29789336089495","129.0018695282101,98.30544747081713","143.22724647373542,96.66571163667315","132.16099221789884,126.96640928988327","145.88756991731518,125.84629590223736","132.64149136673151,89.28065722276264","139.35723188229574,89.70010791585604","133.37984861381324,144.79108402237355","145.4422270184825,147.00366305933852","133.6050735651751,183.18225620136187","159.53574902723736,179.88731152723736","120.36697470817121,200.61512037937743","160.2716135700389,219.2715679717899",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_flipped\1_63.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_flipped,1
814,"133.01279790856032,68.37553197957199","133.33473674610894,67.35188928745136","137.33143847276264,67.29635821984436","129.2170324659533,70.76099677772373","139.79005046206225,71.0430751459144","123.39311010457199,89.96377979085604","136.62971181906616,85.89082259241245","123.62678593142023,115.9149592655642","137.2548334143969,115.75632295719845","123.91253495865759,92.79338673394942","134.68286417801556,92.66924550097276","131.91369771400778,137.34745865758754","139.1559612110895,138.51676495622567","143.2208931177043,175.83227444066148","138.62831347276264,176.20773042315176","158.59753465466926,216.7513223492218","112.79417710359922,206.73805325875486",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_flipped\2_67.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_flipped,2
818,"128.46960116731518,63.764469844357976","128.13629316634243,61.75811648832685","132.04046084630352,61.15668318336576","121.55498388861868,64.33200845087549","130.81301678015564,63.1597078672179","119.44828398589495,82.18326696254864","129.29374392023345,82.50308548151752","120.84836302285993,111.18315296692607","129.00112475680933,109.87398163910505","122.98098553015565,112.23409381079767","141.21841561284046,119.99724890564202","123.91381170963035,132.22364421206225","132.45298820525292,131.2541190418288","138.27848370622567,171.42196619649806","124.12251489542801,171.30423151750972","132.08871899319067,206.96137828307394","118.82117886673151,206.63874027237355",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_flipped\3_71.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_flipped,3
826,"126.10777906128405,60.03767175340467","125.20438655155642,58.40268953672179","127.73338703793775,56.88702273832685","122.31022008754864,60.29854313594358","129.0603112840467,57.548649531857976","121.54477748054475,75.6108797422179","124.27071680447472,74.66632721303502","120.69163424124514,98.24052316391051","124.8658955496109,97.75367065904669","121.03450267509727,119.42379012645914","128.45605848735408,108.7373844844358","117.38819309338521,124.00369345817121","128.2139165856031,124.44068427772373","118.83639348249028,165.53421388618676","132.10036174610894,165.77355909533074","128.2797756566148,206.82169564688715","128.94645245622567,207.03506505350194",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_flipped\4_75.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_flipped,4
822,"108.99833566391051,88.93300857247081","108.81401234192607,85.43051586819067","111.89477444066148,86.47085511916343","104.94690083900778,89.12950662694553","118.61694430933852,89.6114345209144","102.3246671327821,107.64241093142023","120.80980210359922,108.63256170963035","101.12163332928016,125.68136703550584","118.15093780398833,133.06522069552528","99.82307119406615,118.95109587791829","116.98045355058366,146.58151446984436","106.53884210846303,153.84490515564204","115.43227900048639,153.6090862110895","91.20635487597276,179.41748236867704","105.26909046692607,182.1939445525292","113.18879955009727,215.27521583171207","107.30654942850195,214.38036539396887",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_original\0_59.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_original,0
824,"114.00862566877431,78.90647039153697","112.5396704766537,75.14550401264592","116.95571650048639,76.53865211575875","112.10505076605058,78.45994953793775","123.23220908317121,78.2865545963035","110.13199933122569,95.44958353599222","124.46540612840467,97.34142448929961","108.84439597519456,116.04638101896887","126.96807362597276,118.96827881809338","104.45959995136187,114.49154912451363","123.58000212791829,104.82899896643968","110.27612019698444,137.61832745622567","121.87643634484436,138.09900899805447","95.84788424124514,177.24800887645915","119.32177924367704,180.59928258754863","94.79825814688716,217.58286721789884","102.50516020184826,214.07754742217898",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_original\1_63.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_original,1
825,"119.71805842655642,69.45714524562257","119.95336819066148,66.63687074416343","123.36248328064202,67.6848857003891","120.78908529912451,70.51398346303502","129.10828064202335,69.9988372446498","119.57307879377431,87.771484375","130.36446680447472,87.45466014105058","119.08311800826849,111.1648528696498","129.2145549610895,110.13547239785993","124.8979891172179,87.57082168044747","123.8628328672179,87.646484375","115.33919777480546,133.89454644941634","122.7202547422179,134.41053623540856","109.00559338521401,176.06874696011673","119.96396218385215,176.2758390077821","96.3743920233463,213.2010122811284","97.13058578550584,213.7855514348249",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_original\2_67.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_original,2
828,"126.69695403696498,65.59452517023347","124.15745835359922,62.4824750729572","128.40515564202335,62.682290400048636","122.91497446498055,66.06446072470817","132.96157587548637,64.71834721546692","122.65222215466926,84.45811800826849","134.35381201361866,82.91426769212062","123.31809338521401,114.62958262402724","134.91143300097278,110.92384332441634","127.73936040856032,110.51002401507782","137.19002310311285,113.7850498540856","123.74159472276264,132.08557271400778","132.67503647859922,132.6145428015564","127.82634666828794,170.55319795719845","126.01174154912451,172.99896643968873","134.17587244649806,204.89149136673151","122.57368677042801,204.6944157344358",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_original\3_71.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_original,3
830,"129.05313715953307,61.575609496595334","126.73535536235408,59.279502067120625","130.71428137159532,58.95633967655642","126.72826483463035,60.27295111867704","136.66242096303503,62.53849632174125","128.68444491731518,75.1863372446498","138.79237597276264,74.6711606274319","126.09015533803502,93.83219844357977","142.84419078307394,95.03070282101167","122.67185980058366,103.68719601167315","139.26047239785993,110.8614877188716","129.74442181420233,116.12049337305447","136.76164275291828,117.44142904912451","119.60429079523347,165.46780763618676","133.7327942607004,167.696422057393","124.8770063229572,204.2610651750973","130.1469327577821,203.94341257295721",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_2_original\4_75.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_2_original,4
820,"126.9818138983463,60.565399288667315","124.61538636916343,57.57180204280156","129.77159837062257,56.56685843263619","119.68794078307393,59.411243008268485","129.3993342655642,57.11965740515564","115.86871504134241,76.90266293774319","123.78403149319067,75.91979267996109","113.2460405520428,100.76621777723736","123.54846333900778,99.88234131809338","109.99510578793775,122.3015184216926","126.81471151507782,118.05265077821012","115.55822136429961,117.79030885214009","122.22425978842412,120.85316603842412","120.17306055447472,162.12124574416342","115.53527784533074,163.634499635214","113.8366518725681,201.4879924610895","113.10282405155642,205.0774106274319",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_flipped\0_112.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_flipped,0
817,"127.44052468385215,61.99867765077821","125.73135791585604,59.93840056541829","129.01536660992218,57.51999863205253","122.03007964494164,61.47887281128405","128.7256657344358,58.33354359192607","120.21909958657588,76.43217260457199","125.55818336575875,75.59526234192607","120.33334599951363,98.93177741974708","128.68184581712063,98.05534107490273","113.09232125486382,124.43959751945525","129.8130015807393,111.46440296692607","117.27625699173151,113.21591530885215","124.12221850680935,113.52241153939688","121.1439764713035,158.3354359192607","122.64876428745136,160.75775170233464","115.92177620379377,200.30638983463035","114.21089190175097,200.43236259727627",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_flipped\1_116.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_flipped,1
819,"128.69374696011673,62.827999604815176","126.57370196984436,60.315555082684824","130.3746048151751,60.536486198929964","121.64929626702335,61.6534001094358","129.65608280642024,61.217952030642024","121.31617065904669,77.02865849951363","130.5846759484436,77.3106000729572","119.89985104571984,99.05668622324903","135.49793287937743,95.45504772616732","112.78410749027238,123.84510274805447","133.75506140564204,115.95534411478599","119.56572987597276,109.0123267266537","130.71993555447472,109.05380593385215","122.70359618190662,146.78524744649806","125.56413393725681,147.2173820525292","121.92306055447472,146.42833475194553","124.41809034533074,146.06394394455253",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_flipped\2_120.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_flipped,2
821,"128.43798638132296,60.44725802529183","126.31356395914398,60.03563503161479","129.55865454766538,58.3066938229572","123.30401872568093,60.86392722519455","132.74270428015564,60.65230955131323","119.83288241731518,74.20833839980544","135.09447957198444,74.5579629742218","119.45462214250973,97.27366549124514","140.40053501945525,91.80927012402724","115.15802073200389,121.12666433608949","142.7832259241245,100.41201817850195","123.15442607003891,109.34371960116732","134.12167132782102,109.36208809581713","126.94287299367704,147.97657769941634","131.69171023832686,146.98312864785993","127.78299793287938,151.91391050583658","137.89953185797665,155.16771035992218",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_flipped\3_124.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_flipped,3
823,"133.12527358949416,62.55337275048638","130.38124696011673,61.30396552772373","134.1593354815175,59.842838035019454","127.32530550826849,63.24754909411479","138.29432149805447,61.97925659654669","121.78314232733463,78.15626519941634","138.5265837791829,78.0379301434825","122.52083839980546,103.08455435311284","141.63185493677042,97.94100346546692","116.59043652723736,126.64828550583658","147.3861107733463,111.68043987110894","125.37478720817121,117.84547513375486","139.01817850194553,117.87857186284047","141.10451118677042,152.05713460603113","142.82587548638134,150.89103538424123","161.47887281128405,172.5376945525292","153.93336575875486,171.83420476653697",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_flipped\4_128.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_flipped,4
827,"129.474343385214,60.88211332684825","128.78688898346303,58.653761095573934","132.31368555447472,59.33933456955253","126.96498814445525,59.909183487354085","137.36056055447472,61.46433076969844","130.21817242217898,76.20997233706225","140.43658803501947,75.65933548151752","124.91888071498055,97.89312530398833","143.5171297422179,99.03509545233463","124.67252097519456,118.53297513375486","147.74966561284046,123.07850498540856","131.37572957198444,118.48086393482491","138.97486016536965,120.90039822470817","134.96213825389106,162.81719661964982","135.67952030642024,162.28121960116732","141.19297178988327,201.71601410505838","141.26650656614785,205.06763740272373",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_original\0_112.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_original,0
841,"127.60852383268482,61.920127067120625","127.06090406128405,60.046008633268485","130.46203185797665,60.50253830252918","128.84315722276264,61.108531432392994","134.8835724708171,62.5680173881323","131.0812104815175,76.49802407587549","138.20382417315176,75.46353660019456","127.18161782587549,97.693359375","137.1301222033074,98.19551769212062","123.85931420233463,110.09770184824903","135.09470756322958,117.89528362110894","132.76732733463035,115.70908317120623","139.05853295233464,116.38918865515565","132.45120987354085,155.20266901750972","132.7894576848249,156.7733311040856","136.7185372081712,197.47090831712063","138.57037329766538,197.97578732976655",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_original\1_116.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_original,1
836,"126.4854313594358,61.284046692607006","125.10767266536965,59.40895549610895","127.66085542315176,59.07308639348249","123.94630046206225,61.74367324294747","134.10973978599222,59.75930204280156","122.03306633025292,77.32564749513618","138.19701483463035,77.18582046449417","123.69433973735408,97.78076361867704","142.0967594844358,97.86716470087549","123.09370440175097,109.80138162694553","141.63646035992218,120.75941603842412","125.01180234678988,111.09231365515565","139.4281523589494,112.40726076118678","127.89226653696498,146.21640928988327","132.7033377918288,146.30695221303503","128.18835116731518,153.1171875","128.41035384241246,153.38469722762648",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_original\2_120.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_original,2
829,"124.04385791585604,60.060489877188715","122.80705100924125,58.66790795233463","127.68012828307393,60.05004027845331","122.165438047179,60.41566223857004","129.87662633754863,59.96733645428016","123.12337366245136,75.33981335116732","132.8412116974708,75.76117917071984","119.37799428501945,95.17369892996109","136.12053137159532,98.67308335359922","116.32829219357977,106.11899623054475","137.09046692607004,114.46681967412451","118.59628070282102,111.90834751945525","132.60154730058366,112.7479936770428","116.49563776750973,140.46788363326849","128.2681329036965,144.31354875972764","115.97726167315176,156.2728903210117","122.61868464250973,159.65471485894943",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_original\3_124.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_original,3
831,"121.75592017266537,61.71095649927043","121.04484587791829,60.32215162937743","126.1900079036965,60.8170142266537","119.11279486867704,62.262421723005836","126.61414761673151,61.35067333414397","116.68635244406615,78.29995288180935","132.48644212062257,79.01421905398833","109.82202243433852,99.74249908803502","136.5349738570039,102.90951027480546","105.1289594479572,110.77998844844358","132.41155459630352,128.6118829036965","118.45728204036965,121.80861654912451","129.33426556420233,123.38266810554475","105.79129681420234,152.85551434824902","127.33504833414398,160.07391476167317","96.41603082441634,176.3919473492218","104.31143604085604,175.60701909046693",ForwardLunge,..\Python\dataset\ForwardLunge\Lunge Matrix LM for Runners.mp4_3_original\4_128.jpg,datasetForwardLungeLunge Matrix LM for Runners.mp4_3_original,4
