,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
14,"210.40957867217898,175.4421206225681","224.15070221303503,178.096546692607","221.70364178015564,170.28179717898834","207.63668835116732,178.44136065175098","224.32017570525292,183.50556298638134","201.98148711089493,191.4840862110895","215.15968506809338,211.78152358949416","179.7593172422179,194.04201118677042","196.65973066634243,218.1588339007782","153.88975863326849,218.36092534046693","133.05283317120623,220.5915612840467","158.6153939688716,220.23325024319067","160.30187560797665,222.34139409046693","142.50766050583658,218.57931055447472","148.96335420719845,222.1088278210117","139.09133329280155,218.33007052529183","137.23750607976655,219.34616670719845",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original\4_177.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original,4
15,"216.4506930933852,182.79375911964982","221.5689141536965,172.11226288910507","220.9350984922179,171.66903270914398","206.30037086575877,178.05752979085602","225.08502553501947,183.53166038424123","200.4293987110895,192.89723674610894","214.96385578793775,211.45274501459144","181.91781675583658,196.85590953307394","193.02918287937743,204.9994528210117","156.97362901264592,218.85773346303503","137.0651446984436,217.77389348249028","160.70952395428014,220.0600224951362","162.46625729571986,222.4191847033074","143.62203611381324,219.07324598735408","150.93636004377433,222.85934460116732","140.07051009241246,218.86799306906616","138.43043227140078,219.67458049610894",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original\5_180.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original,5
16,"209.85662390564204,171.1029912451362","220.7415035262646,169.10688229571986","221.08785262645915,169.17683000972764","206.06736381322958,175.3463642996109","224.768421692607,183.22558973735408","200.94625486381324,191.21891719357976","213.63887706712063,212.25972762645915","178.32704584143968,193.65241974708172","196.99077395428017,218.06534229085602","157.05503708657588,219.26260031614785","139.60764226653697,217.69406614785993","159.60562074416342,220.23686770428017","160.11294686284046,222.31380714980546","141.32475072957197,218.78243555447472","148.61738509241246,222.65787633754863","141.06491670719845,218.74933122568095","139.6118069066148,219.7630410992218",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original\6_183.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original,6
18,"208.84305082684824,170.3662603356031","219.7190387889105,168.61621473735408","219.98022555933852,168.1149987840467","207.61986259727627,175.84469236381324","224.64164336089493,182.50682453793775","202.82671145428017,193.8579766536965","215.91789275291828,212.55252918287937","180.41125060797665,197.27349829766538","197.1990059581712,216.66590162937743","156.5456134484436,218.82072288424123","138.41745196984436,216.7024106274319","159.56256079766538,220.57693944552528","160.56534229085602,222.53839372568095","141.90156857976655,219.64760153210116","149.48024075875486,223.21783803501947","141.01565539883268,218.6120196984436","139.39849829766538,219.65258694066148",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original\7_186.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original,7
19,"209.77378708657588,171.38042619163426","220.17590284533074,169.89713035019454","221.69777480544747,169.3532800340467","206.82377796692606,175.86376763132296","227.12936223249028,182.93762159533074","201.40600680933852,191.9746321741245","217.60802225194553,213.6494710603113","167.73922361381324,211.52691816634243","196.54190479085602,219.42558365758754","155.9854085603113,220.7010882782101","138.0051678015564,217.55026446984436","157.6720877918288,221.33613509241246","158.75937803988327,222.48110712548637","142.30806177042803,219.50536539396887","150.0405976410506,223.38332928015564","141.46564931906616,218.38060858463035","139.51427225194553,219.40927468385215",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original\8_189.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original,8
17,"215.85831104085602,170.07684824902725","221.17213339007782,170.2287056177043","221.95158985894943,169.95955435311285","206.41740637159532,176.27336150291828","226.28073321984436,183.96207745622567","201.61372203307394,192.43724160992218","217.19250060797665,213.65109739785993","167.8695130107004,210.83678866731518","196.27406067607004,219.16974708171207","156.13910505836577,220.15232855058366","137.80087244649806,217.16568883754863","159.89240333171207,221.459827942607","158.76152115758754,222.3330648103113","143.666281614786,219.4081803258755","149.26141476167317,223.00291828793775","142.68234739785993,218.2052073200389","140.09352200875486,219.17964190175098",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original\9_192.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_0_original,9
20,"35.96899319066148,184.47137949902725","28.533471014713037,183.44336697470817","32.524060676070036,179.1485438959144","22.250370485773345,191.79398711089493","38.77690676678016,183.0928228356031","25.000676374027236,205.81544868677042","32.960044534289885,201.50057757782102","70.53774775048639,222.69747081712063","106.30197440418289,219.51603538424123","126.51416585603113,223.17766597762648","130.92429170719845,223.3365454766537","84.95732763861868,222.709827942607","99.77194795719845,218.09701787451363","111.67893512889106,221.93926313229574","129.41260335603113,222.68471850680933","85.26998723249028,222.65609800583658","126.69237901264592,227.34434277723736",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\0_18.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,0
38,"34.189380927772376,184.0768330496109","27.156027708535994,183.21145428015564","33.76212153453307,180.94579888132296","22.524113874027236,189.90264773832686","33.44390275413424,183.818047786965","33.84192607003891,212.5266293774319","53.135738387645915,191.8658955496109","71.88757751702335,223.49595695525292","54.42249437621595,219.9596151507782","115.77018482490273,222.09729146400778","132.16726957684824,223.3188381566148","91.04461028696498,225.45026750972764","112.9505638983463,220.57678745136187","113.84986776507782,219.83922057392996","153.29631262159532,223.0077061040856","99.61041616001945,223.2135517996109","130.26250911964982,226.35613752431908",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\1_21.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,1
22,"32.666334812743195,186.21689567120623","27.325339706955255,183.49653453307394","32.5302202395428,181.29772616731518","22.81185592473249,189.92962670233464","32.87887205131323,183.977672057393","33.35985758146887,213.8799094114786","34.37555857855058,200.11692910992218","74.15916068822958,223.55620744163426","108.94010669990273,220.02310311284046","126.88894546449417,224.98154790856032","130.41605362354085,224.35692789396887","87.28106760700389,226.43763679474708","104.03380350194553,224.3154030885214","97.40005623784047,220.8342807636187","180.91009545233464,230.48001276750972","130.01959204766538,225.05213399805447","129.90343810797665,224.78796814202335",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\2_24.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,2
21,"33.1548782526751,183.5253678258755","27.5630414792072,182.9750577577821","33.30235058973735,180.25059277723736","23.79202638618677,190.69110226167317","37.60524075875487,181.3933152966926","35.318302377188715,214.37694552529183","34.3623844844358,201.58175766050584","72.22607611867704,225.19511490758754","111.4064627918288,220.08114968385215","125.66717078064202,224.66410809824902","130.5799185311284,224.5711332684825","87.8248267266537,226.5776234192607","105.79728538424125,224.63013740272373","113.46067151021401,218.93345695525292","182.9082867217899,230.13966743677042","128.81728781614785,226.39170415856032","130.4092290856031,226.4881748540856",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\3_27.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,3
24,"32.47856122324903,183.21332380836577","26.81313077577821,182.18447531614785","33.246029152480546,179.57993373054475","23.76724753769455,191.10048334143968","38.203113600437746,181.08125607976655","34.42872993677043,215.4138801070039","36.6236282526751,201.41579523346303","78.9097078672179,223.92552285992218","104.94582168044747,219.5647951118677","130.32578428988327,224.09315722276264","133.00079036964982,223.36011977140078","97.78923729328794,224.6538180933852","103.79870652966926,222.0082380836576","111.83028331712062,220.15565722276264","179.32429474708172,224.36802346789884","130.99249148832686,224.38203732976655","131.545765442607,224.30844175583658",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\4_30.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,4
23,"33.22256125364786,183.49316026264592","27.52111958900778,181.39178015564204","33.712172452577825,179.24325145914398","24.16289594479572,189.83732064688715","38.365317971789885,180.62422482976655","33.96044351896887,214.6634545233463","37.03671039032101,200.25025839007782","78.61483159046692,224.86215649319067","106.07232642266537,220.26735773346303","129.0266901750973,224.90494285019454","130.52757174124514,224.48571254863813","97.77414427285993,224.98163910505838","103.89760153210116,222.48735408560313","123.78443427772373,232.36651872568095","183.05505228599222,229.75811648832686","129.62904304474708,224.40322531614785","130.61276446984436,224.30839615758754",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\5_33.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,5
27,"33.729583383998055,184.09648589494165","27.75510700389105,181.0795993433852","33.93237399683852,179.03930569066148","23.10671700206712,189.0002127918288","34.11507098127432,183.56535749027236","33.35898361502918,214.09051252431908","36.12961302285992,200.25933244163426","76.07731943093385,225.89497203307394","107.29483067850195,220.11854024805447","130.77962366245137,225.07359557392996","132.2374604815175,224.47482976653697","99.16276294990273,224.47153149319067","113.03932848978599,225.02676617217898","106.18152662937743,229.881702942607","178.88250851167317,225.07935615272373","127.83701665856032,223.57510031614785","166.734375,214.7678137159533",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\6_36.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,6
25,"33.714220573929964,183.2602444066148","28.242138101896888,180.4212670233463","33.908070130107006,178.54784776264592","23.861909502675097,188.59584751945525","34.57105347154669,183.64422726167317","25.086904562864785,206.05854815175098","36.71990135578794,200.10522555933852","78.33334599951363,224.63404365272373","106.36103933608949,220.3423212548638","131.3429292315175,224.07037329766538","132.34824902723736,223.47596972276264","97.91703398589495,225.61144212062257","113.74879924610894,226.90368129863813","108.28976927285993,219.80973370622567","181.6241792315175,228.49236989299612","129.11899623054475,223.1010153210117","130.92017266536965,223.06646704766538",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\7_39.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,7
26,"32.50060037694553,182.44133025291828","27.04198458779183,181.09884180447472","33.15154198078794,179.04100802529183","23.743532648346303,189.9574264348249","33.848515017023345,185.06338156614785","32.99592655642024,214.75414944066148","36.65264013861868,200.3730240758755","79.32006930933852,227.00618616245137","106.3293637524319,220.04293835116732","130.6971060311284,223.66503526264592","133.05844175583658,223.5378465466926","97.64878708657588,225.16985347762648","113.28236715710116,224.88031979571986","110.91595482733463,219.62515199416342","179.87949902723736,224.40830192120623","131.01557940175098,222.77919807879377","161.11612354085602,219.37354085603113",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\8_42.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,8
28,"32.78804413910506,182.08227444066148","26.805572866001945,181.4901051799611","33.55164381687743,178.68234739785993","23.53282503951848,190.49667132782102","33.89721394698444,184.4729450389105","31.708201605058367,214.38913545719845","35.74280687621595,201.2283864299611","93.21480575145914,223.68300097276264","103.41018664883269,219.24715770914398","128.17318214980546,223.31215041342412","132.1359587791829,223.44599647373542","96.15786113813229,224.5647951118677","102.22056633025292,220.5865910749027","108.06135244406615,219.0393512889105","178.96253343871595,227.57329158560313","131.4663788910506,224.56774379863813","132.311390442607,224.83169686284046",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped\9_45.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_flipped,9
39,"81.70506292558366,200.26606578307394","80.03033043531128,196.41476167315176","226.49837366245137,181.71680447470817","77.05687621595331,199.5180265077821","226.86670111867704,185.38411964980546","71.63543439931907,223.63670355058366","218.9354936770428,215.06810858463035","163.97987597276264,219.5141202577821","161.669610286965,227.02930447470817","97.66198777966926,223.60151690175098","123.81489390807393,224.9088339007782","148.8146887159533,210.59824902723736","154.49574416342412,223.8512737110895","111.54845573929961,208.77693336575877","120.51849768968872,232.65153818093387","155.2286448200389,221.81022008754863","141.94926434824902,221.82671145428017",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\0_18.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,0
40,"217.93646643968873,174.02380228599222","219.29301434824902,174.03109800583658","226.00875486381324,184.0239390807393","222.7335846303502,185.9849829766537","229.46543652723736,190.579766536965","212.0334995136187,201.67920111867704","217.24510578793775,214.79701179474708","137.18622324902725,221.5330435311284","166.70595209143968,225.19324537937743","154.79198078793775,226.5337883025292","141.43073625972764,224.48663971303503","136.55576665856032,206.61692910992218","154.10680629863813,221.78138679474708","158.06470391536965,223.10642631322958","163.17985469357976,224.2627219114786","156.24556177042803,221.84935858463035","141.237126094358,220.16199537937743",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\1_21.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,1
41,"219.28582502431908,170.54226957684824","220.1306997811284,171.57567789396887","225.08523832684824,182.45722884241246","216.68301617217898,178.42081104085602","227.9468172422179,190.14627918287937","193.841485286965,193.86551556420233","222.7528574902724,213.76370987354085","165.08800462062257,217.4723674610895","164.34107490272373,223.80295476653697","128.97821923638134,221.8651507782101","136.57291160019454,222.63758511673151","150.19522130350194,208.1891111381323","153.64159776264592,224.19926434824902","115.63992582684826,211.3287329766537","156.50851167315176,222.81205921692606","138.26577699416342,222.92793956712063","141.14899987840468,222.16669199902725",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\2_24.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,2
42,"220.69595087548637,168.00492461089493","220.3100680933852,171.07207563229574","226.30020367217898,181.85329523346303","216.62072896400778,183.89878708657588","228.96817242217898,190.86622993677042","192.59504195038912,192.67407891536965","220.67178380350194,214.24717290856032","166.1118829036965,222.86236928501947","162.35171449416342,224.52302711575877","127.7895640807393,221.66967108463035","134.8966743677043,222.36771947957197","154.60197288424123,210.2597428258755","154.86021096789884,224.09824902723736","115.71010153210116,212.1933821741245","155.34382599708172,223.97701848249028","138.61960420719845,223.28321072470817","140.99013557879377,222.82312439202335",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\3_27.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,3
43,"218.80452030642024,172.53590102140078","221.89340649319067,182.17509727626458","224.61857064688715,183.76053319552528","221.68368494649806,186.58315600680933","227.0372385700389,191.31713582198444","192.85376641536965,191.30871534533074","221.71285262645915,217.0295324659533","166.69930994649806,216.21557332198444","160.20899197470817,224.20622568093387","125.25280429231518,223.7682392996109","128.42854754377433,224.7863722033074","154.83672786964982,208.95266901750972","153.71396218385215,223.22808244163426","110.51827729815176,224.81345756322958","157.62965102140078,223.27466865272373","138.26687135214007,224.33332320038912","124.58941816634241,221.85104571984436",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\4_30.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,4
46,"220.15538363326849,169.71912998540856","223.44020549610894,181.47112110894943","225.49623054474708,183.6408377918288","222.45073869163426,186.93143543287937","228.0288788910506,191.9106578307393","191.3354359192607,191.28947288424123","221.67790916828795,217.91676799610894","166.14182575389106,217.4277571741245","162.70543531128405,225.07160445038912","125.73161630593385,224.3846060311284","128.92686040856032,225.79008086089493","154.59315722276264,208.43564567120623","155.70783681906616,222.9941178258755","110.65234375,212.14472884241246","158.59043652723736,222.39343689202335","138.78220756322958,222.42075024319067","153.98679170719845,222.94988752431908",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\5_33.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,5
45,"220.30832016050584,170.95538971303503","223.54354632782102,181.40188776750972","225.15357490272373,182.9116305933852","222.2679505107004,186.04503587062257","227.2310767266537,190.0996929717899","191.577015442607,192.11665552042803","220.89130897373542,216.54047604571986","165.4784928258755,216.4479267996109","166.06265199416342,226.70336819066148","125.04334873540856,224.530094844358","130.06215041342412,226.05524987840468","154.12238570038912,210.19516050583658","156.21070950875486,224.39817910992218","175.76337548638134,220.1979571984436","158.7157709143969,223.49220269941634","138.15684277723736,224.48879803015564","124.60984618190662,222.83998054474708",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\6_36.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,6
51,"221.0298516536965,167.92698200389106","223.91843993190662,181.23853964007782","226.03170598249028,182.8064050340467","222.8081985651751,186.674626094358","227.31625425583658,188.92692120622567","191.4582472033074,192.77843810797665","219.5332867217899,216.93950632295721","165.6580739299611,215.11519637645915","160.4009758025292,224.59516354571986","124.10212487840467,224.74176191634243","130.24761369163426,226.8187317607004","156.98790126459144,209.92813715953307","156.65527723735408,225.19093506809338","176.782937135214,219.24233949416342","157.92360773346303,223.32728903210116","110.87567637402724,227.02510943579767","117.13320008511673,228.1901446984436",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\7_39.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,7
47,"220.82488752431908,167.50227991245137","223.9577912208171,180.8491913910506","226.51202273832686,182.34130289396887","223.5846151507782,186.47850802529183","226.83487354085602,188.71662208171207","191.9868069066148,193.39725194552528","219.30462670233464,216.49545537451363","165.32946254863813,217.4219813959144","164.4431237840467,227.36015017023345","122.64462244649806,223.5398224708171","129.0884150048638,225.33599829766538","154.99963521400778,208.9193974951362","153.74612414883268,226.08651507782102","157.3268026507782,223.63337487840468","157.53831772859922,224.77786053015564","111.09825662694553,226.85651750972764","117.04427589980546,228.16422969357976",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\8_42.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,8
48,"107.17006626945525,172.0302468385214","221.31430873054475,170.94461332684824","227.2543014348249,181.69648285505838","224.08580070525292,185.3868251459144","228.34817303015564,189.13343567607004","193.8652115758755,193.93856395914398","219.68946072470817,216.23320464494165","166.92515807392996,222.69803319552528","161.1407313959144,223.13902906128405","124.3780094844358,223.1682879377432","128.78901690175098,224.81491670719845","157.6833809581712,209.68120744163426","159.17432210603113,226.93123784046693","111.26054839494164,214.78441147859922","157.26928805933852,222.47797604571986","138.40246534533074,223.0474829766537","123.78183517752919,223.0787785749027",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original\9_45.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_1_original,9
29,"30.296755304596303,186.44646765564204","26.397846622689688,185.42049185311285","32.0922984557393,181.00566938229574","23.13692964190175,191.31531189202335","39.80697121230545,182.5736107733463","23.77075100316148,207.74074355544747","35.64694795719844,204.7572653210117","62.351418105544745,219.94818518968873","72.62596516293775,212.02950206712063","113.53683578550584,220.67372932879377","128.41971668287937,219.84975376945525","79.59381839737354,233.7533590710117","97.91306693822958,221.24876884727627","113.87791828793775,221.96966196498056","122.61834265564202,219.9738722033074","88.09581712062257,227.8870379377432","91.01988843628405,227.00030398832686",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\0_14.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,0
31,"30.17215428927529,185.20672726167317","27.995075389105057,178.48911721789884","30.633163986502918,181.13307089007782","23.851437104815176,195.1800066877432","39.07579568944553,183.46127188715954","24.808447455617706,207.22554413910507","36.385119011429964,203.52051921206225","68.04327273832685,222.80564506322958","102.3701969844358,214.36990819552528","123.97294503891051,222.81274319066148","129.85148650291828,222.3456195282101","82.71912238570039,225.15161417801556","100.41005745379377,222.7597124270428","113.90206256079767,223.91292254377433","130.52290552042803,224.71431177042803","84.58506353356032,223.17371412937743","109.10476957684826,227.17594844357976",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\1_17.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,1
30,"33.284890260214006,183.27258633268482","26.40964706955253,183.11670111867704","33.409802863570036,180.73898042315176","22.669374696011673,191.23013436284046","33.336990059581716,185.38585238326849","34.91748616853113,213.24583535992218","34.697436618433855,201.45511612354085","73.55434551313229,223.12211211089493","108.32573109192607,219.1528453307393","123.83090649319067,223.62715831712063","133.08943336575877,223.7497872081712","87.25127675097276,225.8863235651751","111.40994345817121,221.8773255107004","113.32332958414398,220.59701787451363","152.53471546692606,224.3455739299611","99.6608174246109,223.05824416342412","160.12677833171207,219.5497324902724",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\2_20.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,2
32,"33.029999848005836,183.56631505350194","26.886418561527236,182.34204766536965","32.88778270914397,179.94561648832686","23.719585967898833,188.95478173638134","37.991347732247085,180.33867339494165","34.19462472641051,213.59724586575877","33.729663180933855,199.81877735894943","75.16842473249028,222.7348005836576","52.8628328672179,220.68854875972764","125.96524653453308,224.19636125972764","132.0785505836576,223.90020063229574","98.19422574173151,224.11714190175098","115.75217351653697,222.08104328793775","114.5742719479572,218.81015928988327","178.79640381809338,226.36163971303503","99.26153635700389,222.30461150291828","166.78276994163426,211.13620196984436",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\3_23.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,3
33,"32.981616305933855,184.7060280885214","27.74945092108463,183.642266536965","33.06957912816148,180.95604328793775","23.934477216074903,191.07127006322958","37.05025687013619,181.6985651750973","35.04297634970817,214.2598948200389","35.55610864542802,200.92740758754863","71.38659715466926,225.15658438715954","54.12187272008755,220.14858949416342","126.14045020671206,224.8322440418288","130.56263679474708,224.61043895914398","86.9015533803502,226.45198504377433","113.45304140321012,226.48334143968873","113.37044777480546,219.24192910992218","182.59109010214007,230.69432453793775","129.71537572957197,225.9590071741245","130.66422969357976,225.94704523346303",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\4_26.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,4
35,"33.252051921206224,183.04281675583658","27.32992993069066,182.20440175097278","33.07475832928016,179.23525656614785","24.3178577942607,190.5501276750973","33.09568792558366,183.26456104085602","35.06051267631323,214.88174854085602","34.9378685858463,201.2830435311284","76.1979799975681,225.18062986381324","109.05472549854086,219.37021218385215","128.77801252431908,224.14520002431908","132.25364785992218,223.87705192120623","97.44126185554475,226.94543409533074","104.66070342898833,224.1681815418288","113.34397799124514,219.8604085603113","181.38718993190662,228.30069005350194","129.62224890564204,225.20607368677042","130.79926130836577,225.0589889348249",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\5_29.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,5
34,"33.443268178501945,184.07219722762648","27.75756930933852,182.26978964007782","34.04315114299611,179.8033195525292","23.896792163180933,190.47631930933852","39.062537998540854,180.62361685311285","33.64366868312257,215.3681906614786","36.67576225072957,201.0450510700389","79.5201620257782,223.79319674124514","107.19918075145914,219.40317971789884","129.30762098735408,224.938609557393","130.92537086575877,224.3461819066148","97.65437287208171,225.0997689688716","103.32693184581713,222.6685767266537","111.97800644455253,219.85767266536965","170.53632660505838,227.47014834630352","129.45891597762648,224.21267023346303","130.96909958657588,224.15296692607004",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\6_32.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,6
36,"33.538788910505836,184.58830860894943","27.62241609922179,182.09329401750972","33.8080921692607,179.65489725194553","23.758773863083658,189.98882842898834","34.38317728599222,183.76488022859922","34.06667603964008,214.8703337791829","36.27095999513619,201.16021704766538","77.76899927042801,225.27734375","105.95921996595331,220.23890442607004","130.3916585603113,224.58341439688715","132.48457259241246,224.01936405642024","98.3216044503891,224.43757599708172","112.80271157587549,225.821422057393","108.50265989785993,228.97762645914398","108.61067455009727,228.46417497568095","127.77568701361868,223.7692120622568","129.7302559581712,223.65565722276264",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\7_35.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,7
37,"34.93821437256809,183.04828854571986","28.986419321498055,180.14282891536965","34.305736259727624,178.6533469114786","23.969939354328794,188.89623358463035","32.953808973735406,183.95304900291828","25.62342496048152,206.29711819066148","35.82792740758755,199.87110894941634","76.67299975680935,225.13839068579767","106.72551374027238,220.87498480058366","131.68067546206225,224.84140928988327","132.38937864785993,224.01630897373542","98.02787572957199,226.4364512402724","104.62960542315176,223.88889226653697","106.71619649805447,228.4477140077821","179.4083323200389,225.09361320525292","128.45365697957197,223.37056177042803","166.62053137159532,214.65013983463035",GluteBridge,..\Python\dataset\GluteBridge\100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped\8_38.jpg,datasetGluteBridge100 REPS OF GLUTE BRIDGES - Butt Workout_edit.mp4_2_flipped,8
