,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
194,"63.206905854815176,120.12234010214009","52.39618798638132,109.53307392996109","52.98916281614786,104.65184976896887","57.08149167071984,120.68924033317121","61.6422627371109,104.98112232490273","72.19129225437743,81.61078854571984","70.95093628404669,79.0085800705253","102.11864664396887,70.41158499513618","182.02450145914398,67.15996625729572","55.742339494163424,131.95092108463035","168.79289275291828,139.8715953307393","106.39308730544747,120.64779152480546","115.31297118190662,106.18489330009727","179.98911721789884,71.74378343871595","184.51980483949416,70.78685858463035","196.03491305933852,121.96274623054475","197.26220513132296,121.40042102383269",ClamShells,..\Python\dataset\ClamShells\Fool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\4_72.jpg,datasetClamShellsFool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,4
195,"64.11833505593385,118.14068579766537","52.19159624270428,107.71519333657588","52.960314323929964,103.0183988934825","42.176761612354085,96.71210785505836","61.58081909654669,103.89277571741245","71.32526750972762,82.00658894698444","67.23617613083658,80.46899319066148","102.42814475924125,70.87506079766537","183.26273711089493,70.01393026507782","55.509674428501945,131.00790369649806","170.6046479815175,139.78199477140078","105.35833383998055,120.75169473492218","114.33523832684826,105.93765199416343","180.5380593385214,76.62506079766537","184.08420476653697,74.09625030398833","196.25766050583658,122.61495318579767","196.697531614786,121.68353295233463",ClamShells,..\Python\dataset\ClamShells\Fool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\5_75.jpg,datasetClamShellsFool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,5
196,"65.78647099951363,118.69614086819067","53.93762159533074,110.27714615758755","54.76378587062257,105.3283377918288","56.24414822470817,120.09884180447472","62.56002629499027,113.43411053015565","71.20861958900778,82.99448261186771","69.9297406979572,78.81411873784047","102.70250182392996,70.3560767266537","182.8645428015564,76.2135517996109","55.40668698321984,129.849343385214","171.85376641536965,140.72245865758754","75.55222519455253,139.34093810797665","113.55746899319067,106.80936892023347","180.37556237840468,79.99252188715954","181.9262828307393,78.80105483949417","198.62937743190662,120.95198504377431","199.12942303015564,120.58754103842412",ClamShells,..\Python\dataset\ClamShells\Fool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\6_78.jpg,datasetClamShellsFool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,6
197,"64.90482885457199,120.79833414396887","52.59564232733463,108.82168044747083","60.983326240272376,117.20481213521401","56.500125395184824,120.17461089494164","63.07734982976654,105.68347975437743","67.4350984922179,84.171875","65.22505015807393,80.00668774319067","104.40532283560312,69.88905946011673","112.80209599951363,69.08119528210116","61.09621610530156,130.02865089980546","170.98293105544747,140.5879742217899","76.36575115515565,139.92173820525292","124.45015351410505,114.37669473492218","178.17999148832686,76.99375303988327","180.36391962548637,75.48217108463035","198.06633025291828,122.65197136429961","198.3580070525292,122.03305113083658",ClamShells,..\Python\dataset\ClamShells\Fool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\7_81.jpg,datasetClamShellsFool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,7
198,"64.79892692120623,118.41246656128405","51.33137767509728,105.84909259484436","61.95646127188716,115.51031280398833","40.594616366731515,92.60263405885215","57.58718385214008,94.44182423394942","69.32485712548639,83.32605027966926","66.38036539396887,78.56087366245136","110.39880988570039,68.85891901750973","115.05247598492218,68.79752097519456","63.02827091439689,130.3313168774319","181.1854176799611,135.653453307393","76.58573230787938,141.17493008268482","124.01724373784047,106.32582228842412","177.93052346789884,78.95044230301556","180.28194917315176,77.0339706955253","200.16945829280155,121.69422574173151","200.63481882295721,121.25687773589495",ClamShells,..\Python\dataset\ClamShells\Fool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\8_84.jpg,datasetClamShellsFool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,8
199,"64.85447318822958,118.97367461089495","53.20360758146887,108.74668652723736","63.04467868433852,116.55554626702335","57.37284928258755,121.1693670963035","57.34446817242218,93.6764956225681","32.26321209265564,93.46007873297665","70.27779973249028,76.18949872324903","112.31050887645914,68.03475346546692","116.60334083171206,67.9588779790856","50.64583839980545,125.66001185554475","180.02270792801556,136.2249817607004","74.41631961332685,141.06183122568095","124.40526963764592,116.32460633511673","179.37562317607004,82.55715740515565","184.0773650291829,81.73678410749028","200.99732490272373,123.807484192607","201.98253587062257,123.38987262889106",ClamShells,..\Python\dataset\ClamShells\Fool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\9_87.jpg,datasetClamShellsFool Proof Guide to Sidelying Clams - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,9
200,"52.5962579036965,170.4640229815175","51.391738357247085,166.33850620136187","4.318613965223736,115.37462001459144","103.86597914640078,140.96306541828795","55.37793728720817,166.30202760214007","74.60189688715954,142.3401629377432","87.13733432636187,139.29371352140078","157.27741974708172,220.3888618677043","51.1435280885214,225.00123115272373","56.69650565418288,176.10252006322958","47.26237232490273,203.99170111867704","99.75246230544747,204.51474343385215","141.18163302529183,171.49998480058366","154.00954523346303,222.93170902237355","156.334782344358,216.26640017023345","169.11825145914398,203.9706803258755","169.45142266536965,203.06853416828795",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\0_63.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,0
206,"5.296831301678016,115.15406888375486","50.31200221911479,165.21567971789884","4.725777830131323,115.12930143482491","104.5833232003891,140.26370987354085","5.396360404760458,115.52614299610894","78.84698747568093,135.889515442607","89.90476805690662,138.8912329766537","156.8779030885214,221.08607429474708","50.53508785262646,224.58864299610894","56.608698625972764,181.11081894455253","175.43073625972764,196.30280277237355","98.82209083171206,205.10163849708172","142.95142266536965,210.05947531614785","154.123312864786,223.0422087791829","159.15200936284046,221.4048516536965","168.3645428015564,203.63913545719845","168.4236685311284,202.47818883754863",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\1_66.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,1
201,"52.18095285141051,169.3519880836576","49.89691755836576,165.44636125972764","5.042431545628648,114.80472549854086","105.63052498784047,142.10265685797665","56.923972519455255,164.8744984192607","75.30438351167315,142.5821376459144","89.17891992947472,139.62086575875486","155.42646522373542,220.0080252918288","50.759020853599225,225.8371990515564","55.71917938351167,184.6119589007782","46.04957669625487,199.91125060797665","88.82589068579766,205.51342108463035","124.40847671449417,155.48093993190662","151.84175887645915,221.51978964007782","158.75539579280155,220.76927285992218","168.87791828793775,202.55298516536965","168.52234314202335,201.51205313715954",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\2_69.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,2
202,"52.443416372811285,168.28055082684824","50.04818214980545,164.9490059581712","5.000906740181177,114.71544412694553","5.34164108098249,115.10585633511673","5.642039020701605,115.15302012402724","74.78305873054475,143.09592351653697","89.16851592898833,140.18547847762648","156.89191695038912,220.09893300097278","50.40077441026265,225.68756079766538","55.663378526264594,183.66787755350194","47.1201437864786,201.3834660749027","88.23708809581713,204.73011916342412","123.89345209143968,158.45213703793775","152.86683791342412,221.24492339494165","155.16992947470817,220.81207441634243","169.20038910505838,209.57789700875486","168.30904973249028,208.74977200875486",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\3_72.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,3
203,"52.80726000121595,168.90629559824902","52.084094570768485,165.3301617217899","4.515264488843629,115.03148559095331","44.93499969601167,175.6987171692607","57.42035505836576,165.0772282344358","74.39872628891051,142.82335238326849","89.65789153696498,140.70417375972764","154.29696619649806,220.0902693336576","50.076935645671206,225.845391536965","56.7796920598249,182.40652358949416","47.22671829401751,202.07788180933852","95.22689688715954,204.80085724708172","123.63396005593385,157.54152480544747","152.26977444066148,220.25030398832686","156.7733311040856,220.27758694066148","168.26632417315176,210.12165612840468","167.21640928988327,209.0372689688716",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\4_75.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,4
204,"54.050044078307394,168.4192303015564","53.641833353599225,165.46274623054475","52.77970725924125,166.65892509727627","53.75654334873541,177.68365454766538","58.856946893239304,165.69532769941634","82.98539336089495,142.49962001459144","87.71549732490273,140.70367217898834","154.8431420233463,219.91391050583658","50.2406029608463,225.75889165856032","55.87176632417315,181.64896947957197","47.428437348005836,203.19798759727627","95.90612840466926,204.40594601167317","98.06438472762646,200.93636004377433","151.49423942120623,220.37939263132296","154.85619832198444,220.0405672422179","169.08206164883268,210.35233767023345","46.55420871838521,193.51962244649806",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\5_78.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,5
205,"54.407606547908564,168.1429201118677","54.21653848492218,164.93952152237355","56.296837001459146,163.580876094358","53.363782830739304,177.07016050583658","59.65265533803502,165.989390807393","70.72832563229572,155.9748449659533","90.16715558122569,141.31737901264592","55.92584964737354,223.89395367217898","50.37132174124514,225.55844175583658","56.16460967898833,184.4103690418288","47.077851410505836,199.82885457198444","95.95263101896887,206.094859557393","99.20495652966926,202.2909624270428","151.9703307392996,221.07535870622567","157.22780885214007,221.03711697470817","171.38211332684824,191.03617461089493","46.15362810068093,192.47318822957197",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\6_81.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,6
208,"53.546852200875485,167.05745379377433","53.24761369163424,164.89074659533074","4.970550655854815,114.7088247811284","53.31428973127432,173.4950905885214","58.511794747081716,165.77811892023345","69.49265108219845,146.34900899805447","89.16990667558366,140.1506262159533","155.50603416828795,220.45926556420233","50.04774896643969,224.9405854815175","55.33159426678016,187.6331012889105","47.025185432879375,200.5884454036965","95.61281006809338,204.9760609192607","98.59644789640078,201.38481882295721","151.65669078307394,221.9064627918288","157.29474708171207,222.3812317607004","175.07161964980546,186.18186101653697","44.981361715710115,194.5749787208171",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\7_84.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,7
207,"56.22107931055447,167.4523042315175","54.76969844357977,164.47113630836577","57.51194674124514,163.16632721303503","53.46915278453307,175.93560007295721","57.95508572470817,172.87607915856032","78.14861989299611,137.1481183122568","87.6435280885214,140.26389226653697","155.13752431906616,219.713688594358","49.55001367947471,225.29512706712063","56.68316436648833,183.00036478599222","48.12412603356031,203.67701240272373","96.46399258268482,204.6438168774319","100.3495561770428,200.8384758025292","153.03381870136187,215.9593567607004","156.57874817607004,220.9863509241245","176.3642844114786,186.93175462062257","169.76722093871595,198.87107855058366",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\8_87.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,8
209,"55.06977292071984,167.50106395914398","53.71189506322957,164.2674489299611","4.712845976714494,114.89387767509727","47.064589919747085,169.60993737840468","58.60967138861868,165.61645792801556","69.7192515807393,147.01188594357976","86.3680842655642,139.24130593385215","91.07929535505836,129.15229815175098","50.21278422908561,225.23853964007782","56.07109906979572,185.05383633268482","47.6751732733463,201.7239785992218","96.24377583900778,204.63828428988327","98.71968476410505,201.34031493190662","150.78541464007782,220.1115637159533","154.49259788424123,219.99689931906616","169.3415612840467,200.9791008025292","169.20478173638134,200.39036660992218",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\9_90.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,9
212,"195.967640442607,182.63399805447472","1.825049493099465,120.22795324659533","2.6717341679079523,117.29372112110894","194.82283560311285,161.3524592655642","195.49291707198444,162.7426130836576","189.11308365758754,155.28596181906616","177.65045902237355,141.21113509241246","203.91904790856032,225.76038120136187","207.09555873054475,226.16161539396887","212.31763740272373,204.1965284533074","208.76220513132296,196.18646643968873","123.61928501945525,169.2061344844358","130.24191391050584,173.2072440418288","96.99018877675097,219.02431906614785","94.1087670233463,221.19516050583658","74.24457380836576,185.05084204766538","75.04768056906615,183.39491123540856",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\0_63.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,0
211,"199.1616913910506,173.98402541342412","200.3927681177043,169.90210055933852","202.345969114786,178.3471090710117","195.38767631322958,162.24133633268482","197.05415552042803,163.28690418287937","188.6318093385214,156.4472884241245","186.48011916342412,157.18186101653697","203.4887828307393,227.44417254377433","206.89592959630352,226.26088278210116","213.03822653210116,202.40691877431908","209.87513679474708,197.3233219844358","123.86334204766537,168.31962852626458","147.4355696741245,172.03371230544747","92.01159715466926,217.37217290856032","94.86420841439688,221.4549489299611","74.42561405642023,183.86100133754863","76.60134210846303,182.58029851653697",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\1_66.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,1
210,"195.4345969114786,177.66328732976655","198.54675340466926,169.9836150291829","200.8328520184825,178.30052285992218","195.20418895914398,163.9811223249027","198.91222337062257,164.76916646400778","189.14618798638134,156.2727231274319","197.70052589980546,190.11706590466926","203.39823990758754,225.85285445038912","206.35584873540856,226.11662512159535","211.89176495622567,201.4120561770428","206.81301678015564,198.68476410505838","122.52140077821012,169.43322896400778","129.49583535992218,173.7951574659533","97.03648619892996,219.31014409046693","100.2390716196498,219.52570221303503","73.403719297179,185.8510609192607","74.87491640321012,181.5099556177043",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\2_69.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,2
213,"196.49267388132296,174.99159472276264","198.85261125972764,169.70698565175098","199.48898042315176,171.26240272373542","194.94117825875486,160.76641536964982","197.692515807393,161.9108706225681","190.22812803988327,155.86841865272373","189.66155459630352,155.1409137889105","204.15383329280155,225.43829036964982","206.64117217898834,224.9501459143969","211.04119041828795,202.02462305447472","205.1704006566148,197.86150291828795","122.30112323686771,169.6371139348249","144.75127675097278,171.56517509727627","98.21796723005836,218.39735834143968","102.13692394212062,218.72575693093387","207.22742886673151,190.96367339494165","204.74621534533074,190.39141536964982",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\3_72.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,3
215,"195.08496473735408,176.90605240758754","197.39080739299612,171.38203732976655","197.0522859922179,180.75500060797665","194.7147373540856,162.48955800097278","197.0644303258755,164.29631262159532","189.63649075875486,155.30011247568095","189.39453125,155.20870318579767","204.05008207684824,225.2559429717899","206.1631657344358,224.91611442120623","210.83981335116732,202.34587791828795","205.1382538910506,198.05205800097278","123.06517509727627,171.08595269941634","186.27358949416342,219.6701118677043","94.7336606274319,214.85265685797665","100.75520580009727,218.30263557879377","207.17605483949416,190.52621899319067","204.76635457198444,189.9122993677043",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\4_75.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,4
214,"192.85777906128405,182.81018968871595","201.0972610651751,171.8458931177043","198.3613509241245,181.55243798638134","194.573063594358,163.0765442607004","197.18885274805447,165.37311527237355","190.09560432879377,155.22221546692606","188.7487080496109,155.52889409046693","203.58566391050584,225.23363022859922","205.82958414396887,224.958718385214","212.4250668774319,202.68444491731518","206.39801191634243,198.6764956225681","134.19873236867704,187.92032465953307","145.3537512159533,172.4924762889105","96.33755623784047,213.28912329766538","100.27131718142023,218.63097337062257","206.41210177529183,191.27691816634243","204.38977383268482,190.53980727140078",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\5_78.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,5
217,"194.5372993677043,178.6381930933852","196.77479024805447,172.7384940418288","197.95122507295721,174.8356487110895","194.16865272373542,162.04599343385215","197.005593385214,163.9427741974708","190.1281918774319,156.25936284046693","189.6410505836576,156.64626398346303","203.24803927529183,226.02778453307394","205.21274623054475,224.16394090466926","212.87440722276264,202.82824659533074","206.72660809824902,198.41444248540856","134.05939931906616,188.84925218871595","1.9793530178441148,133.33871899319067","97.68116184338521,212.1057879377432","96.12069096546692,221.12946862840468","80.62671753404669,186.6505502188716","81.03361350924125,186.62282648346303",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\6_81.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,6
216,"194.95836879863813,178.40605240758754","197.4016293774319,172.14586879863813","198.2789548881323,173.77495744163426","193.13066938229574,162.93368494649806","196.37203611381324,164.5459478356031","188.54818214980546,156.83402237354085","187.86112293287937,156.80462670233464","203.3534320282101,225.28280034046693","204.3127887889105,224.32058608949416","213.19221181906616,203.0053349951362","204.54467108463035,203.9454188959144","134.69813959143968,187.37793348735408","145.08145367217898,171.66699598735408","97.13143695282102,211.3873267266537","95.65617400291829,220.42257417315176","80.31514469844358,186.75265989785993","80.93750759970817,186.73791646400778",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\7_84.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,7
218,"197.06818458171207,179.38870987354085","199.52719175583658,172.6234952577821","200.18786478599222,174.2988053258755","195.068625364786,161.88158134727627","197.47087791828795,164.3634940418288","188.92327334630352,154.81753100680933","188.29123601653697,156.080921692607","203.20155946011673,225.1493342655642","204.8065874270428,224.28325632295721","213.94751641536965,204.8245379377432","209.17012706712063,198.89288971303503","123.61931541828794,188.94310858463035","1.9738883526872568,132.98736928501947","96.25780490029183,222.4952729815175","95.64089098978599,222.7657313959144","78.21034472276264,189.04052164396887","78.12649714250973,189.49749209630352",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\8_87.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,8
219,"195.7639074659533,179.2364573200389","198.18062986381324,172.40178137159532","199.2789244892996,173.86873784046693","194.1781827577821,162.4540217655642","196.72923759727627,164.3510153210117","189.00728052042803,155.63147495136187","187.26173394941634,155.3535384241245","203.29398711089493,225.1855696741245","158.1800066877432,126.75993281857977","212.76144516050584,205.35796145428017","207.64609678988327,199.061390442607","124.85212487840467,187.82085967898834","130.90460846303503,190.70046510214007","200.19803319552528,188.56988691634243","94.91763436284047,221.6971820282101","79.12626155155642,188.50893725680933","78.40129499027238,189.17819795719845",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\9_90.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,9
221,"55.61615013983463,167.52451665856032","54.861620713764594,164.17109982976655","54.90582061648833,165.4544929474708","49.25728812013619,169.21058791342412","54.70916676799611,179.17632842898834","69.48044595087549,146.41728477626458","88.24452061040856,139.6953125","57.5044876276751,225.19604207198444","49.55515488205253,225.5832928015564","52.2881657344358,202.23493737840468","47.49593035627432,202.86812986381324","95.84102930447472,204.25747811284046","99.77337670233463,200.62633754863813","152.43924793287937,217.32140685797665","157.18199781128405,222.14982064688715","175.70110347762648,185.32687864785993","46.06242400291829,193.60955739299612",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\0_86.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,0
220,"55.96800142874514,167.7833323200389","54.17581544868677,164.56061527237355","4.633265157617948,114.96251063959144","49.13339007782101,169.2983493433852","58.13712153453307,165.18275778210116","77.73869923394942,137.08627188715954","86.85626671935798,139.274547057393","56.67606623905642,225.01127796692606","50.65295552650778,225.18005228599222","55.888649075875485,182.89830070525292","48.23539716074903,202.29745257782102","97.09612110894942,205.03655459630352","100.29205678501945,201.2274592655642","154.5046206225681,215.4158560311284","156.10863022859922,220.7345877918288","169.47157709143968,200.70213703793775","169.33608949416342,199.408469114786",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\1_89.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,1
223,"54.48473978599222,167.41109861381324","54.39276051799611,164.46812682392996","54.351577699416346,164.9979176799611","47.88039579280156,170.26208353599222","58.18892114542802,172.82867217898834","68.02646978356032,147.13334447957197","87.00883846060312,139.11755228599222","53.62373844844358,227.49173151750972","50.289906067607006,225.51244832198444","55.7325016719358,187.23138071498056","46.82985393360895,199.92404851653697","97.14163576118678,206.23518056906616","98.80486989299611,203.0154426070039","151.32987293287937,219.8794078307393","154.98790126459144,219.71081590466926","172.205921692607,191.64726714494165","172.26532101167317,191.02922847762648",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\2_92.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,2
222,"55.269481851896884,168.5460542315175","55.42415871230545,164.57836819066148","55.15555082684825,165.63456043287937","49.611586515077825,177.56607186284046","56.51953125,177.58566391050584","67.38671115029183,147.1074446741245","87.56052407587549,139.38577638618676","156.06745500972764,219.87416403210116","50.66277434946498,225.41874392023345","163.9330921692607,207.11600194552528","46.24374924002918,200.318047786965","97.18031067607004,207.39740393968873","98.34599191391051,203.81233280642024","155.9913667315175,214.97744406614785","156.79723978599222,219.79755897373542","173.98549975680933,191.29894212062257","173.2733311040856,190.5979450389105",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\3_95.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,3
226,"53.91239816391051,168.8067242217899","54.3157716743677,165.14896947957197","56.008716865272376,164.181906614786","48.665985226167315,170.60180569066148","58.184410718628406,166.8857915856031","70.04742217898833,147.1737445282101","87.74037876945525,139.35598553015564","56.7329500547179,224.58684946498056","50.69388375486381,225.70446254863813","56.39830070525292,184.88380046206225","46.3395549610895,201.36913302529183","97.56591226896887,204.85046814202335","100.5801845209144,201.49518178501947","154.0484557392996,213.5957259241245","154.17637402723736,214.4803623540856","173.8278058122568,191.50845087548637","171.59189567120623,190.6693974951362",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\4_98.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,4
224,"53.84422118190662,168.3743464250973","55.15948367582685,165.03061162451363","57.431731821498055,163.90688837548637","49.14054900291829,171.44494771400778","57.645572410019454,172.8098097033074","70.75771370379377,146.66875911964982","91.62551678015565,140.66333292801556","157.47615211575877,207.38649075875486","50.507991093142024,225.4069035749027","56.26729313594358,186.98583414396887","46.807605787937746,200.63308608949416","97.52105119163424,206.05354754377433","100.11786387402724,202.7039457684825","157.0093172422179,194.5568002188716","155.84191087062257,219.91881991731518","171.57839858949416,191.3094905155642","170.53462427042803,190.57792740758754",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\5_101.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,5
228,"56.70920096668288,168.89948625972764","53.47835983098249,165.68433852140078","56.07988053258755,165.16111381322958","47.331043287937746,171.33733584630352","58.47595832320039,168.59058852140078","101.06148163910505,150.28579462548637","109.03903970087549,143.7264561040856","54.07348537816148,227.2642266536965","50.335812104815176,225.5118251459144","54.84926358827821,186.59147008754863","46.26236092534047,200.18357855058366","99.67940631079766,206.88750911964982","100.45543531128405,203.72557453793775","148.6779699659533,218.23404061284046","154.03942728599222,215.823063594358","170.067515807393,192.82832259241246","169.85712548638134,191.9703611381323",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\6_104.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,6
