,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
47,"59.4828170598249,196.05850255350194","53.89210694309339,198.65200936284046","54.69027389348249,193.65115819552528","59.635692789396884,198.67410931420233","65.3387873905642,181.24534897859922","75.85632751702335,203.97966318093387","77.01220513132296,193.80669382295721","92.56068366974708,225.41038424124514","93.82673425340467,221.53360590953307","127.13936344844358,231.68412572957197","138.1186162451362,228.10449598735408","99.11768148103113,210.03401629377433","122.10493677042801,173.68474890564204","84.10059733706225,221.5637159533074","164.39544321498056,127.76200753891051","171.94157344357976,202.50069917315176","170.40982186284046,202.97306663424123",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\7_106.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,7
46,"57.15302392388132,202.6538180933852","53.552023802285994,204.12898224708172","51.27914868069066,195.50063837548637","52.546905398832685,203.74264348249028","56.42761277966926,186.67163180933852","76.13408925097276,204.84612110894943","77.16473887402724,196.13726592898834","94.2492856274319,226.45482733463035","93.64427285992218,224.04280155642024","134.5797361381323,230.05599464980546","126.68756079766537,232.40302772373542","120.1669655885214,180.30911053015564","126.85088612597276,181.45380897373542","82.34965497324903,222.0836119892996","95.73268026507782,228.48174550097278","170.94494771400778,201.7864178015564","175.53374270428017,200.65383329280155",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\8_109.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,8
51,"60.264059460116734,202.74740089980546","55.36493038667315,203.76959204766538","53.25636855544747,194.03649379863813","55.40456666464008,202.91540004863813","59.05040886429961,188.65576361867704","74.6177422786965,207.05119163424123","77.04084083171206,195.64354328793775","96.49278027723736,228.2919199902724","97.1262159533074,222.80105483949416","135.13057818579767,229.592640442607","126.8581058487354,231.80152602140078","125.8731532709144,190.4626550340467","128.63124696011673,188.56681663424123","83.33776142996109,221.63908985894943","109.43210420719845,232.4412998540856","173.4030581225681,202.41403210116732","175.97261065175098,201.44385335603113",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\9_112.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,9
49,"202.9221637889105,209.52900048638134","204.96894759241246,204.06018968871595","202.40842351653697,204.49496899319067","193.09922178988327,192.54810615272373","188.36723309824902,189.31087366245137","181.1265807392996,190.2170932636187","177.75037998540856,191.58157526750972","162.08206164883268,222.79470148346303","159.69300218871595,229.39638557879377","122.34678988326849,229.46669807879377","122.92146461575875,231.43835116731518","124.74860925340467,183.0093172422179","120.68980271157588,185.43924793287937","163.19154304474708,221.9045324659533","169.21156067607004,223.4617582684825","126.55805417071984,220.43032587548637","126.21761004377431,221.47831043287937",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\0_85.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,0
50,"202.4302954766537,209.69114785992218","205.41682879377433,204.72618251459144","203.14472884241246,205.41793835116732","193.13975863326849,191.16970148346303","188.95809520914398,189.00113995622567","177.7958718385214,189.01717534046693","179.85033134727627,209.80889773832686","160.65760274805447,224.0277693336576","158.60505836575877,231.17199659533074","138.16018664883268,228.18307696984436","132.70842959630352,230.9501459143969","129.5348674610895,175.74942242217898","125.23836484678988,182.4794655885214","85.0963339007782,129.38971303501947","91.8326620257782,128.6069430933852","131.05886733949416,223.19926434824902","81.35779426070039,204.8888618677043",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\1_88.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,1
62,"200.11075814688715,208.46189506322958","200.05704340953307,198.94227261673151","197.88003100680933,198.5225407344358","196.08156006809338,191.1929413910506","186.51621777723736,188.89336089494165","178.92955070525292,190.1100893725681","179.52305751459144,207.67790916828795","96.23078033803502,140.9405854815175","160.36705070525292,230.08724464980546","140.3075905885214,228.38787390564204","142.27697896400778,229.73984678988327","130.31549428501947,172.9056420233463","131.54582624027236,175.31430873054475","90.07538910505836,125.7154517266537","92.14762433122569,126.11237688472762","82.88918865515565,197.6335268725681","88.27773133511673,183.57624027237355",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\2_91.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,2
52,"202.6609162208171,210.3084113570039","203.25104875972764,206.0101380107004","205.64916707198444,205.30243798638134","197.01560980058366,191.651188594358","186.02421267023345,189.80316755836577","177.5330435311284,187.27451665856032","177.63746352140078,208.32529790856032","161.13256930933852,223.18395853599222","159.94139105058366,229.07275960603113","141.20687925583658,228.42480848735408","136.14120257782102,228.82637706712063","129.80549306906616,168.08134727626458","132.15907709143968,170.04684460116732","88.87795628647861,124.20435615272373","90.72034593871595,124.27817211819067","84.28178957928016,199.33792862354085","91.37135973978599,187.57119406614785",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\3_94.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,3
54,"204.84555873054475,208.54681420233464","204.30692181420233,205.08064810311285","205.18067546206225,204.8434612110895","197.0020823200389,191.66178258754863","125.4331985651751,192.38680994649806","174.25265989785993,187.62680873054475","176.6570099708171,208.14747993677042","159.4254924610895,217.81377675097278","161.23049914883268,228.6727717655642","177.2938655155642,183.19924914883268","180.92838035019454,179.34033013132296","131.85654790856032,169.16024744649806","133.6893239299611,171.42239178015564","90.11156371595331,123.18994710603113","91.81349556177042,123.77782253161479","84.25748571254864,198.71934277723736","121.29081803258755,181.50843567607004",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\4_97.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,4
53,"202.9008694066148,210.08548151750972","203.29918531128405,206.00486381322958","205.54178319552528,205.01799610894943","196.13618677042803,191.0020367217899","185.8865059581712,189.2757326118677","175.00328307392996,185.88860347762648","178.10201848249028,208.4772160749027","160.4777784533074,222.00585177529183","159.70938715953307,228.24188351167317","141.10241366731518,228.1754620622568","134.29100802529183,229.57067728599222","130.63487962062257,169.0816360651751","134.12857186284046,171.28539944066148","90.4767220938716,123.68659563472762","92.17389652237354,124.24648893482491","84.16509606031128,200.2660201848249","118.81151963764592,181.13127735894943",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\5_100.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,5
56,"199.10780946011673,205.69202942607004","202.52544382295721,204.72785445038912","198.40200936284046,200.9385031614786","192.18950632295721,185.10455678501947","185.6743069066148,188.3704857733463","174.186344844358,185.50276629377433","179.74335785505838,208.5316755836576","159.80505228599222,223.3505593385214","159.60934460116732,230.32409715466926","140.5508876459144,228.12828307392996","142.49119953793775,229.04140321011673","130.82446194066148,170.4083627188716","133.77442546206225,172.41869832198444","90.19924154912451,124.11045415856032","91.91819674124514,124.24571376459144","83.63314688715954,198.08180325875486","78.49974160992218,194.13415004863813",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\6_103.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,6
55,"200.76185554474708,208.68362414883268","200.11097093871595,198.23887402723736","199.2666585603113,198.21756444552528","195.0889469844358,191.02339190175098","185.74582016050584,190.00694613326849","179.52524623054475,189.4326969844358","177.92342534046693,203.71435736867704","100.40568002188716,144.39738874027236","161.32257721303503,229.76582259241246","143.95808000972764,228.36989299610894","177.93196741245137,181.27779973249028","129.31069126945525,172.86291646400778","130.70073869163426,174.98203428988327","89.60515716196498,127.26817090223736","98.30874574416343,141.03238995622567","82.75965162937743,198.52209995136187","86.35471637889106,186.0020823200389",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\7_106.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,7
58,"203.7020762402724,211.88156614785993","202.6422361381323,200.9209782344358","203.9888892266537,207.54309034533074","193.92752918287937,191.88000060797665","188.6985043774319,190.4474556177043","178.11154851653697,188.54710299124514","180.3850620136187,210.19218142023345","160.0962275048638,223.07947774805447","158.14384727626458,230.32607307879377","139.32952334630352,227.41014105058366","196.10358402237355,214.92687560797665","128.30973370622567,177.5491701118677","118.98886642752919,183.2002219114786","162.50557818579767,223.70604328793775","86.31357915856032,130.20844479571986","82.98469418774319,198.63433244163426","93.93641324173151,181.21817242217898",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\8_109.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,8
57,"203.7037329766537,211.5062317607004","206.41643360894943,205.872780885214","203.67616123540856,206.55588825389106","192.99183791342412,193.48166950389106","188.77548942120623,191.0853903210117","178.00405824416342,189.07508511673151","178.43835116731518,210.24832806420233","162.73936040856032,223.3916281614786","158.3555751459144,230.27437986381324","187.16412329766538,206.64523042315176","92.8275170233463,206.68566087062257","122.19793439931907,184.3313168774319","117.14470604328794,186.6952061040856","164.26127796692606,221.42439810311285","169.9039244892996,223.48872203307394","128.7751550340467,219.5874422422179","127.19704523346304,220.39471364299612",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\9_112.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,9
60,"60.12599556177043,195.33373358463035","57.07662785749027,198.662952942607","56.30187940783074,188.54366792315176","53.87362445282101,197.025079036965","67.20269941634241,180.7128374270428","70.17753678258755,198.11463399805447","78.32070768482491,195.15369649805447","93.17584204766537,225.10252006322958","95.61898863083658,221.00519820038912","135.15982186284046,230.11455800097278","137.23554535505838,227.76890807392996","87.14498723249028,199.81502310311285","107.19361016536965,177.36957380836577","85.7529030885214,223.9708931177043","168.30087244649806,125.82772221546693","173.52483584630352,201.71870440175098","169.75363266050584,202.05476349708172",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\0_15.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,0
59,"60.75474221789884,195.2505015807393","56.49884864421206,199.21995075389106","57.03221896279183,189.90582441634243","53.43232459873541,203.92318214980546","60.972644850437746,190.1514469844358","69.59239725194553,197.75650535019454","78.30830496108949,193.8344631566148","93.00680173881324,225.41758876459144","111.96153027723736,217.26711454280155","135.79319674124514,230.71435736867704","138.41875911964982,228.3954280155642","87.30385913180935,199.74905763618676","106.9974160992218,177.77342230058366","85.74884484435798,224.9046692607004","168.8766111381323,126.45191664640078","174.31227200875486,201.7135517996109","169.0530307636187,201.561390442607",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\1_18.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,1
63,"59.4794655885214,196.155094844358","54.44791919990273,199.28395549610894","55.06410733827821,193.73016476167317","52.48999878404669,202.7038393725681","65.61918622324903,181.04482307879377","71.63697714007782,198.5225407344358","77.81493950632296,195.08666707198444","93.51314749513618,225.7409259484436","95.43008268482491,222.73434460116732","134.17585724708172,231.028453307393","138.04087123054475,228.27851410505838","87.17685280885215,199.8631748540856","109.06046327821012,176.13781310797665","84.27196315661479,223.657359557393","164.1538484922179,123.657093567607","173.96379499027236,201.09753465466926","175.61733949416342,199.96300462062257",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\2_21.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,2
61,"58.379905611624515,202.61150291828795","52.625953763375485,199.81789579280155","54.610294564688715,192.68977991245137","52.35579173759728,201.74594175583658","64.56359435797665,181.70715284533074","70.42220178745136,206.69213582198444","77.1931997811284,195.71438776750972","94.15884150048639,225.87957502431908","95.02222914640078,222.75199112354085","134.89187135214007,230.95827760214007","140.7758694066148,228.11516597762648","107.04369832198444,178.60981578307394","120.7566801434825,173.64092898832686","83.08669747081713,223.66784715466926","168.614968385214,127.1569871716926","172.9553137159533,202.1140412208171","175.2560949659533,200.66880471789884",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\3_24.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,3
66,"55.45511992339494,205.41146339980546","52.37714691755836,201.22542254377433","50.12831347276265,196.59004134241246","59.23116412329767,199.3987566877432","64.7252401507782,184.52852930447472","77.02360469357977,206.3663667315175","76.56107125486382,197.75051678015564","94.35079492947472,225.18880714980546","94.69845877918289,222.17360773346303","135.61025656614785,231.91112901264592","127.03334751945525,230.60508876459144","112.59126489542801,179.34157648346303","122.91239816391051,174.43759119649806","83.28060402480544,223.4616518725681","165.36340284533074,128.03220756322958","172.6989299610895,201.9716074902724","177.38547239785993,200.7768421692607",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\4_27.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,4
65,"60.42149121473736,199.94870196984436","53.838095817120625,198.70687925583658","54.22583292801556,193.55183000972764","54.405277237354085,202.0298820525292","59.24453960967899,188.92625243190662","75.07531310797665,205.81426313229574","76.53194917315176,195.2677073200389","94.19968993190662,227.9069643725681","96.06643664883269,221.98125911964982","134.83464554961088,229.18064506322958","126.4160688229572,230.97206347276264","120.42099343385215,188.05939931906616","126.48258906857977,186.79363752431908","83.63374726410505,223.28881930933852","111.59815023103113,233.9896035992218","172.78860651750972,202.07765381809338","169.68476410505838,202.21446376459144",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\5_30.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,5
64,"59.00289548881323,202.62541038424123","56.222610651750976,204.40538363326849","53.94648285505836,195.03962487840468","54.8178045963035,202.84925218871595","56.89421206225681,186.99154912451363","76.11885183608949,206.35271765564204","77.681063047179,194.58577030642024","97.01202273832685,230.13174854085602","96.48483858219845,224.88430204280155","137.71876519941634,230.9125881566148","138.3467594844358,230.60799185311285","125.21377979085604,192.49074355544747","130.0536843385214,189.81824537937743","83.9540217655642,222.06409593871595","107.31451392266537,231.25015199416342","175.49325145914398,203.6186162451362","175.83107368677042,202.62936223249028",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\6_33.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,6
67,"59.81483691026265,202.6947045233463","56.34234025413424,204.18885274805447","52.82451513861868,195.31506870136187","54.08872659289883,203.21551252431908","57.35511536357004,186.0581985651751","74.2272996716926,207.5712396643969","77.46615849951363,194.89149136673151","100.5632143725681,230.69769880836577","98.69747081712062,225.32035809824902","132.80192120622567,232.35691269455253","141.34943458171207,231.9201574659533","130.06345756322958,191.2570221303502","132.6497598492218,186.49905763618676","83.31482551070039,221.9427285992218","106.32374756809338,230.0471637889105","174.79398711089493,204.07779061284046","174.17834995136187,202.98843324416342",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\7_36.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,7
68,"58.88312408803502,202.90737475680933","56.1256079766537,204.2364573200389","55.25330207320039,198.35932940175098","54.381813138375485,202.54184399319067","57.89181055447471,187.05646583171207","73.73081833657588,206.7631930933852","76.32225042558366,194.8963551799611","98.27799732490273,229.31642144941634","98.18598765807393,224.80258998054475","132.65930508268482,232.54929170719845","141.67274136673151,231.18845756322958","131.40460846303503,189.40852991245137","132.17917071984436,184.5267965710117","83.65265533803502,220.00460542315176","107.5287724951362,230.6974252188716","174.2861898103113,203.10911660992218","173.08289761673151,202.24043956712063",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\8_39.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,8
77,"59.53021263983463,202.5479085603113","56.984431997811285,204.26538180933852","53.767190539883266,195.21502614299612","55.16280854815175,203.1184490515564","65.17619923394942,184.12910384241246","73.69949233949417,207.06312317607004","76.73402541342412,194.33618069066148","98.23636612354086,229.6577243433852","98.46450936284047,224.93170902237355","136.5060949659533,231.3897282344358","141.95113387645915,231.6232824659533","124.32130806177042,202.74343385214007","135.11923942120623,196.32417315175098","82.9087579036965,220.41831833657588","107.67479328793775,230.7754742217899","174.06398954280155,203.6657800340467","173.09387159533074,202.74642813715954",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped\9_42.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_flipped,9
74,"198.33175766050584,209.1454280155642","198.54143360894943,201.10440479085602","195.95870318579767,200.2774501459144","198.32426434824902,192.25272069552528","172.8173030155642,193.10250486381324","174.39298090953307,184.93952152237355","179.51746412937743,204.27735894941634","94.06790339250973,134.3107368677043","163.9690387889105,227.9471060311284","138.5938563959144,228.11391962548637","131.2017266536965,231.18596485894943","131.6929413910506,168.51916646400778","134.509454036965,170.34215406128405","91.06365515564202,125.05089524562257","93.13751671935798,125.57061648832685","85.28097641050584,199.11294686284046","79.7756034168288,204.72905520428017",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\0_15.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,0
69,"200.04872932879377,208.61281006809338","199.01218993190662,202.16602322470817","195.9166464007782,201.76714494163426","198.18705921692606,192.3447531614786","191.28629620622567,193.23913241731518","174.1528453307393,185.02624939202335","180.08877979085602,203.49182271400778","93.34333201605058,136.3656523589494","163.778985286965,227.57405155642024","137.82405155642024,228.43829036964982","137.2624331225681,230.31861016536965","132.81277358949416,168.82459873540856","135.96599890564204,170.92562925583658","91.06641384970817,124.30889013861868","92.66898711089495,124.72979997568093","84.48945920476653,198.87121534533074","82.91227656857977,195.20657526750972",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\1_18.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,1
70,"199.97048273346303,209.5677285992218","200.04803015564204,201.6340740515564","197.1241032344358,200.24904243677042","198.80453550583658,192.76728173638134","192.73987718871595,192.46055751459144","179.52199355544747,188.1458991974708","180.15722276264592,200.91008025291828","93.1840953307393,136.4985712548638","163.15491245136187,228.36268847276264","140.08649987840468,227.6435280885214","139.51658256322958,229.1346060311284","131.24790248054475,169.51965284533074","131.77109678988327,171.39176495622567","90.87801708414398,125.93829796935798","92.5881034168288,125.94435493677042","84.44312378404669,199.43062986381324","79.32747902480544,195.37854146400778",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\2_21.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,2
71,"201.19265260214007,206.0084660749027","201.70127067120623,204.1116701118677","199.23024075875486,203.6920598249027","196.74892084143968,192.4990728356031","173.6773619892996,202.11174610894943","174.1157587548638,200.99545537451363","181.07485712548637,201.2549094114786","165.64512402723736,220.0440023103113","165.33080009727627,227.77711575875486","140.11215649319067,227.98334143968873","139.93807757782102,229.39713035019454","129.76828489785993,170.85168409533074","129.37224890564204,171.76630897373542","88.80870774562257,123.45931116245136","88.28887250729572,123.64779912451363","124.97916160019456,181.55509788424123","120.92370652966926,184.8294929474708",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\3_24.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,3
72,"200.64298090953307,208.23987718871595","203.87977261673151,204.6045719844358","200.1942637402724,203.80315235894943","196.2806420233463,192.76597458657588","193.53007964494165,199.59680508268482","180.42471729085602,189.99732490272373","178.24113874027236,202.92993069066148","164.0126155155642,220.31634545233464","164.0242582684825,228.50980362354085","179.00635335603113,185.39267692120623","132.13380046206225,231.50734131809338","127.71879559824903,172.7631474951362","130.07055569066148,173.8585542315175","91.38812469601167,131.77368069066148","94.03828732976653,134.05597945038912","82.13991822714009,197.397282344358","81.4353872811284,206.17696680447472",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\4_27.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,4
73,"201.35803745136187,210.2380684581712","204.02854450389106,205.09236685311285","201.1365363570039,204.9512554717899","194.13200693093384,192.47400899805447","186.7340862110895,190.81953732976655","179.29903331712063,188.5279973249027","179.42941391050584,204.3260426799611","162.37556237840468,222.8195981274319","160.09476836089493,229.42204219357976","129.5138618677043,228.08250243190662","131.26301070038912,229.67658681906616","127.06037208171206,181.46361259727627","127.81833657587549,184.00398224708172","163.48493737840468,223.90776994163426","93.82234922178988,131.07499392023345","129.74375303988327,220.8390837791829","128.1248176070039,222.21235104571986",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\5_30.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,5
76,"202.07979693579767,209.9269972033074","205.14725194552528,204.607155885214","201.54559824902725,204.7205739299611","192.29448869163426,193.849297786965","185.80327395428017,190.7649106274319","178.2591804474708,191.14082259241246","176.36092534046693,193.46431177042803","166.0995257782101,223.6744589007782","159.40232855058366,229.63427164396887","187.12369285019454,206.77664457684824","122.30205800097276,231.1796875","122.62937743190662,184.72998236867704","118.0087092655642,187.3105240758755","164.10747507295721,221.64842230058366","170.8524896643969,222.41319613326849","128.14702395428014,220.18373054474708","117.58614269212062,223.517266536965",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\6_33.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,6
75,"201.73782526750972,211.415172057393","204.96314141536965,205.78696498054475","201.6859192607004,206.0826848249027","192.0568306177043,194.63006140564204","91.17977869649806,119.24821406857977","179.57396035992218,189.69091986867704","178.27787572957197,206.04354632782102","165.4488235651751,223.55008207684824","97.62234770184826,191.18923273346303","186.61528757295721,207.1644576848249","115.77803532344358,227.71672847762648","119.83590710116732,187.9977048881323","112.74966561284047,190.47562013618676","164.0277389348249,220.65010943579767","169.80734739785993,221.99784168287937","119.46383298881324,224.7692120622568","115.40863630836576,225.60703428988327",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original\7_36.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_3_original,7
